# 本 snapshot 產生於 commit 06167f7（133 tests）
# 此為修復後現況基準，非跨版本永恆正確性證明。
#
# 產生時之已知問題狀態：
#   [已修] 1. 旬空、月破顯示佔位符（L2 未接通）
#   [已修] 2. 逐爻推導全部「未有對應模板」
#   [已修] 3. 多軌頁只顯示三本、標「三家共識」
#   [部分修復] 4. 原文摺疊區主流程已接通；C1-R2／增刪卜易仍有一格原文 fallback 缺口
#   [已修] 5. 卦名不完整（「水雷」缺「屯」）—— L1 運算層
#   [未修] 6. 伏神 dump JSON、內部 TODO 標記洩漏
#   [已修] 7. 用神選擇疑無實際作用（L3）
#
# 後續修復 4、6 後須重新產生 snapshot 並更新本檔頭。
case_index,hexagram_id,hexagram_name,moving_pattern,moving_positions,month_branch,day_ganzhi,xunkong,month_break_branch,seasonal_states,empty_line_count,month_break_line_count,template_missing_lines,template_missing_contexts,c1_hits,c15_hits,failed_checks,placeholder_checks,exception_type,exception_message,result_class
109996,51,地澤臨,three_lines_1_3_5,1|3|5,酉,己卯,申|酉,卯,囚|死|休|休|相|旺,1,1,,,2:臨日月之爻遇沖|6:臨日月之爻遇沖,2:靜爻遇沖|6:空爻遇沖,,,,,normal
109997,51,地澤臨,three_lines_1_3_5,1|3|5,酉,庚辰,申|酉,卯,囚|死|休|休|相|旺,1,1,,,,2:靜爻遇沖,,,,,normal
109998,51,地澤臨,three_lines_1_3_5,1|3|5,酉,辛巳,申|酉,卯,囚|死|休|休|相|旺,1,1,,,5:旺相之爻遇沖,2:靜爻遇沖|5:動爻遇沖,,,,,normal
109999,51,地澤臨,three_lines_1_3_5,1|3|5,酉,壬午,申|酉,卯,囚|死|休|休|相|旺,1,1,,,,2:靜爻遇沖,,,,,normal
110000,51,地澤臨,three_lines_1_3_5,1|3|5,酉,癸未,申|酉,卯,囚|死|休|休|相|旺,1,1,,,3:休囚之爻遇日沖|4:休囚之爻遇日沖,2:靜爻遇沖|3:動爻遇沖|4:靜爻遇沖,,,,,normal
110001,51,地澤臨,three_lines_1_3_5,1|3|5,酉,甲申,午|未,卯,囚|死|休|休|相|旺,0,1,,,,2:靜爻遇沖,,,,,normal
110002,51,地澤臨,three_lines_1_3_5,1|3|5,酉,乙酉,午|未,卯,囚|死|休|休|相|旺,0,1,,,,2:靜爻遇沖,,,,,normal
110003,51,地澤臨,three_lines_1_3_5,1|3|5,酉,丙戌,午|未,卯,囚|死|休|休|相|旺,0,1,,,,2:靜爻遇沖,,,,,normal
110004,51,地澤臨,three_lines_1_3_5,1|3|5,酉,丁亥,午|未,卯,囚|死|休|休|相|旺,0,1,,,1:休囚之爻遇日沖,1:動爻遇沖|2:靜爻遇沖,,,,,normal
110005,51,地澤臨,three_lines_1_3_5,1|3|5,酉,戊子,午|未,卯,囚|死|休|休|相|旺,0,1,,,,2:靜爻遇沖,,,,,normal
110006,51,地澤臨,three_lines_1_3_5,1|3|5,酉,己丑,午|未,卯,囚|死|休|休|相|旺,0,1,,,,2:靜爻遇沖,,,,,normal
110007,51,地澤臨,three_lines_1_3_5,1|3|5,酉,庚寅,午|未,卯,囚|死|休|休|相|旺,0,1,,,,2:靜爻遇沖,,,,,normal
110008,51,地澤臨,three_lines_1_3_5,1|3|5,酉,辛卯,午|未,卯,囚|死|休|休|相|旺,0,1,,,2:臨日月之爻遇沖|6:臨日月之爻遇沖,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
110009,51,地澤臨,three_lines_1_3_5,1|3|5,酉,壬辰,午|未,卯,囚|死|休|休|相|旺,0,1,,,,2:靜爻遇沖,,,,,normal
110010,51,地澤臨,three_lines_1_3_5,1|3|5,酉,癸巳,午|未,卯,囚|死|休|休|相|旺,0,1,,,5:旺相之爻遇沖,2:靜爻遇沖|5:動爻遇沖,,,,,normal
110011,51,地澤臨,three_lines_1_3_5,1|3|5,酉,甲午,辰|巳,卯,囚|死|休|休|相|旺,1,1,,,,2:靜爻遇沖,,,,,normal
110012,51,地澤臨,three_lines_1_3_5,1|3|5,酉,乙未,辰|巳,卯,囚|死|休|休|相|旺,1,1,,,3:休囚之爻遇日沖|4:休囚之爻遇日沖,2:靜爻遇沖|3:動爻遇沖|4:靜爻遇沖,,,,,normal
110013,51,地澤臨,three_lines_1_3_5,1|3|5,酉,丙申,辰|巳,卯,囚|死|休|休|相|旺,1,1,,,,2:靜爻遇沖,,,,,normal
110014,51,地澤臨,three_lines_1_3_5,1|3|5,酉,丁酉,辰|巳,卯,囚|死|休|休|相|旺,1,1,,,,2:靜爻遇沖,,,,,normal
110015,51,地澤臨,three_lines_1_3_5,1|3|5,酉,戊戌,辰|巳,卯,囚|死|休|休|相|旺,1,1,,,,2:靜爻遇沖,,,,,normal
110016,51,地澤臨,three_lines_1_3_5,1|3|5,酉,己亥,辰|巳,卯,囚|死|休|休|相|旺,1,1,,,1:休囚之爻遇日沖,1:空爻遇沖|2:靜爻遇沖,,,,,normal
110017,51,地澤臨,three_lines_1_3_5,1|3|5,酉,庚子,辰|巳,卯,囚|死|休|休|相|旺,1,1,,,,2:靜爻遇沖,,,,,normal
110018,51,地澤臨,three_lines_1_3_5,1|3|5,酉,辛丑,辰|巳,卯,囚|死|休|休|相|旺,1,1,,,,2:靜爻遇沖,,,,,normal
110019,51,地澤臨,three_lines_1_3_5,1|3|5,酉,壬寅,辰|巳,卯,囚|死|休|休|相|旺,1,1,,,,2:靜爻遇沖,,,,,normal
110020,51,地澤臨,three_lines_1_3_5,1|3|5,酉,癸卯,辰|巳,卯,囚|死|休|休|相|旺,1,1,,,2:臨日月之爻遇沖|6:臨日月之爻遇沖,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
110021,51,地澤臨,three_lines_1_3_5,1|3|5,酉,甲辰,寅|卯,卯,囚|死|休|休|相|旺,1,1,,,,2:空爻遇沖,,,,,normal
110022,51,地澤臨,three_lines_1_3_5,1|3|5,酉,乙巳,寅|卯,卯,囚|死|休|休|相|旺,1,1,,,5:旺相之爻遇沖,2:空爻遇沖|5:動爻遇沖,,,,,normal
110023,51,地澤臨,three_lines_1_3_5,1|3|5,酉,丙午,寅|卯,卯,囚|死|休|休|相|旺,1,1,,,,2:空爻遇沖,,,,,normal
110024,51,地澤臨,three_lines_1_3_5,1|3|5,酉,丁未,寅|卯,卯,囚|死|休|休|相|旺,1,1,,,3:休囚之爻遇日沖|4:休囚之爻遇日沖,2:空爻遇沖|3:動爻遇沖|4:靜爻遇沖,,,,,normal
110025,51,地澤臨,three_lines_1_3_5,1|3|5,酉,戊申,寅|卯,卯,囚|死|休|休|相|旺,1,1,,,,2:空爻遇沖,,,,,normal
110026,51,地澤臨,three_lines_1_3_5,1|3|5,酉,己酉,寅|卯,卯,囚|死|休|休|相|旺,1,1,,,,2:空爻遇沖,,,,,normal
110027,51,地澤臨,three_lines_1_3_5,1|3|5,酉,庚戌,寅|卯,卯,囚|死|休|休|相|旺,1,1,,,,2:空爻遇沖,,,,,normal
110028,51,地澤臨,three_lines_1_3_5,1|3|5,酉,辛亥,寅|卯,卯,囚|死|休|休|相|旺,1,1,,,1:休囚之爻遇日沖,1:動爻遇沖|2:空爻遇沖,,,,,normal
110029,51,地澤臨,three_lines_1_3_5,1|3|5,酉,壬子,寅|卯,卯,囚|死|休|休|相|旺,1,1,,,,2:空爻遇沖,,,,,normal
110030,51,地澤臨,three_lines_1_3_5,1|3|5,酉,癸丑,寅|卯,卯,囚|死|休|休|相|旺,1,1,,,,2:空爻遇沖,,,,,normal
110031,51,地澤臨,three_lines_1_3_5,1|3|5,酉,甲寅,子|丑,卯,囚|死|休|休|相|旺,2,1,,,,2:靜爻遇沖,,,,,normal
110032,51,地澤臨,three_lines_1_3_5,1|3|5,酉,乙卯,子|丑,卯,囚|死|休|休|相|旺,2,1,,,2:臨日月之爻遇沖|6:臨日月之爻遇沖,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
110033,51,地澤臨,three_lines_1_3_5,1|3|5,酉,丙辰,子|丑,卯,囚|死|休|休|相|旺,2,1,,,,2:靜爻遇沖,,,,,normal
110034,51,地澤臨,three_lines_1_3_5,1|3|5,酉,丁巳,子|丑,卯,囚|死|休|休|相|旺,2,1,,,5:旺相之爻遇沖,2:靜爻遇沖|5:動爻遇沖,,,,,normal
110035,51,地澤臨,three_lines_1_3_5,1|3|5,酉,戊午,子|丑,卯,囚|死|休|休|相|旺,2,1,,,,2:靜爻遇沖,,,,,normal
110036,51,地澤臨,three_lines_1_3_5,1|3|5,酉,己未,子|丑,卯,囚|死|休|休|相|旺,2,1,,,3:休囚之爻遇日沖|4:休囚之爻遇日沖,2:靜爻遇沖|3:空爻遇沖|4:空爻遇沖,,,,,normal
110037,51,地澤臨,three_lines_1_3_5,1|3|5,酉,庚申,子|丑,卯,囚|死|休|休|相|旺,2,1,,,,2:靜爻遇沖,,,,,normal
110038,51,地澤臨,three_lines_1_3_5,1|3|5,酉,辛酉,子|丑,卯,囚|死|休|休|相|旺,2,1,,,,2:靜爻遇沖,,,,,normal
110039,51,地澤臨,three_lines_1_3_5,1|3|5,酉,壬戌,子|丑,卯,囚|死|休|休|相|旺,2,1,,,,2:靜爻遇沖,,,,,normal
110040,51,地澤臨,three_lines_1_3_5,1|3|5,酉,癸亥,子|丑,卯,囚|死|休|休|相|旺,2,1,,,1:休囚之爻遇日沖,1:動爻遇沖|2:靜爻遇沖,,,,,normal
110041,51,地澤臨,three_lines_1_3_5,1|3|5,戌,甲子,戌|亥,辰,休|囚|旺|旺|死|相,1,0,,,,,,,,,normal
110042,51,地澤臨,three_lines_1_3_5,1|3|5,戌,乙丑,戌|亥,辰,休|囚|旺|旺|死|相,1,0,,,,,,,,,normal
110043,51,地澤臨,three_lines_1_3_5,1|3|5,戌,丙寅,戌|亥,辰,休|囚|旺|旺|死|相,1,0,,,,,,,,,normal
110044,51,地澤臨,three_lines_1_3_5,1|3|5,戌,丁卯,戌|亥,辰,休|囚|旺|旺|死|相,1,0,,,6:旺相之爻遇沖,6:靜爻遇沖,,,,,normal
110045,51,地澤臨,three_lines_1_3_5,1|3|5,戌,戊辰,戌|亥,辰,休|囚|旺|旺|死|相,1,0,,,,,,,,,normal
110046,51,地澤臨,three_lines_1_3_5,1|3|5,戌,己巳,戌|亥,辰,休|囚|旺|旺|死|相,1,0,,,,5:空爻遇沖,,,,,normal
110047,51,地澤臨,three_lines_1_3_5,1|3|5,戌,庚午,戌|亥,辰,休|囚|旺|旺|死|相,1,0,,,,,,,,,normal
110048,51,地澤臨,three_lines_1_3_5,1|3|5,戌,辛未,戌|亥,辰,休|囚|旺|旺|死|相,1,0,,,3:旺相之爻遇沖|4:旺相之爻遇沖,3:動爻遇沖|4:靜爻遇沖,,,,,normal
110049,51,地澤臨,three_lines_1_3_5,1|3|5,戌,壬申,戌|亥,辰,休|囚|旺|旺|死|相,1,0,,,,,,,,,normal
110050,51,地澤臨,three_lines_1_3_5,1|3|5,戌,癸酉,戌|亥,辰,休|囚|旺|旺|死|相,1,0,,,2:休囚之爻遇日沖,2:靜爻遇沖,,,,,normal
110051,51,地澤臨,three_lines_1_3_5,1|3|5,戌,甲戌,申|酉,辰,休|囚|旺|旺|死|相,1,0,,,,,,,,,normal
110052,51,地澤臨,three_lines_1_3_5,1|3|5,戌,乙亥,申|酉,辰,休|囚|旺|旺|死|相,1,0,,,1:休囚之爻遇日沖,1:動爻遇沖,,,,,normal
110053,51,地澤臨,three_lines_1_3_5,1|3|5,戌,丙子,申|酉,辰,休|囚|旺|旺|死|相,1,0,,,,,,,,,normal
110054,51,地澤臨,three_lines_1_3_5,1|3|5,戌,丁丑,申|酉,辰,休|囚|旺|旺|死|相,1,0,,,,,,,,,normal
110055,51,地澤臨,three_lines_1_3_5,1|3|5,戌,戊寅,申|酉,辰,休|囚|旺|旺|死|相,1,0,,,,,,,,,normal
110056,51,地澤臨,three_lines_1_3_5,1|3|5,戌,己卯,申|酉,辰,休|囚|旺|旺|死|相,1,0,,,6:旺相之爻遇沖,6:空爻遇沖,,,,,normal
110057,51,地澤臨,three_lines_1_3_5,1|3|5,戌,庚辰,申|酉,辰,休|囚|旺|旺|死|相,1,0,,,,,,,,,normal
110058,51,地澤臨,three_lines_1_3_5,1|3|5,戌,辛巳,申|酉,辰,休|囚|旺|旺|死|相,1,0,,,,5:動爻遇沖,,,,,normal
110059,51,地澤臨,three_lines_1_3_5,1|3|5,戌,壬午,申|酉,辰,休|囚|旺|旺|死|相,1,0,,,,,,,,,normal
110060,51,地澤臨,three_lines_1_3_5,1|3|5,戌,癸未,申|酉,辰,休|囚|旺|旺|死|相,1,0,,,3:旺相之爻遇沖|4:旺相之爻遇沖,3:動爻遇沖|4:靜爻遇沖,,,,,normal
110061,51,地澤臨,three_lines_1_3_5,1|3|5,戌,甲申,午|未,辰,休|囚|旺|旺|死|相,0,0,,,,,,,,,normal
110062,51,地澤臨,three_lines_1_3_5,1|3|5,戌,乙酉,午|未,辰,休|囚|旺|旺|死|相,0,0,,,2:休囚之爻遇日沖,2:靜爻遇沖,,,,,normal
110063,51,地澤臨,three_lines_1_3_5,1|3|5,戌,丙戌,午|未,辰,休|囚|旺|旺|死|相,0,0,,,,,,,,,normal
110064,51,地澤臨,three_lines_1_3_5,1|3|5,戌,丁亥,午|未,辰,休|囚|旺|旺|死|相,0,0,,,1:休囚之爻遇日沖,1:動爻遇沖,,,,,normal
110065,51,地澤臨,three_lines_1_3_5,1|3|5,戌,戊子,午|未,辰,休|囚|旺|旺|死|相,0,0,,,,,,,,,normal
110066,51,地澤臨,three_lines_1_3_5,1|3|5,戌,己丑,午|未,辰,休|囚|旺|旺|死|相,0,0,,,,,,,,,normal
110067,51,地澤臨,three_lines_1_3_5,1|3|5,戌,庚寅,午|未,辰,休|囚|旺|旺|死|相,0,0,,,,,,,,,normal
110068,51,地澤臨,three_lines_1_3_5,1|3|5,戌,辛卯,午|未,辰,休|囚|旺|旺|死|相,0,0,,,6:旺相之爻遇沖,6:靜爻遇沖,,,,,normal
110069,51,地澤臨,three_lines_1_3_5,1|3|5,戌,壬辰,午|未,辰,休|囚|旺|旺|死|相,0,0,,,,,,,,,normal
110070,51,地澤臨,three_lines_1_3_5,1|3|5,戌,癸巳,午|未,辰,休|囚|旺|旺|死|相,0,0,,,,5:動爻遇沖,,,,,normal
110071,51,地澤臨,three_lines_1_3_5,1|3|5,戌,甲午,辰|巳,辰,休|囚|旺|旺|死|相,1,0,,,,,,,,,normal
110072,51,地澤臨,three_lines_1_3_5,1|3|5,戌,乙未,辰|巳,辰,休|囚|旺|旺|死|相,1,0,,,3:旺相之爻遇沖|4:旺相之爻遇沖,3:動爻遇沖|4:靜爻遇沖,,,,,normal
110073,51,地澤臨,three_lines_1_3_5,1|3|5,戌,丙申,辰|巳,辰,休|囚|旺|旺|死|相,1,0,,,,,,,,,normal
110074,51,地澤臨,three_lines_1_3_5,1|3|5,戌,丁酉,辰|巳,辰,休|囚|旺|旺|死|相,1,0,,,2:休囚之爻遇日沖,2:靜爻遇沖,,,,,normal
110075,51,地澤臨,three_lines_1_3_5,1|3|5,戌,戊戌,辰|巳,辰,休|囚|旺|旺|死|相,1,0,,,,,,,,,normal
110076,51,地澤臨,three_lines_1_3_5,1|3|5,戌,己亥,辰|巳,辰,休|囚|旺|旺|死|相,1,0,,,1:休囚之爻遇日沖,1:空爻遇沖,,,,,normal
110077,51,地澤臨,three_lines_1_3_5,1|3|5,戌,庚子,辰|巳,辰,休|囚|旺|旺|死|相,1,0,,,,,,,,,normal
110078,51,地澤臨,three_lines_1_3_5,1|3|5,戌,辛丑,辰|巳,辰,休|囚|旺|旺|死|相,1,0,,,,,,,,,normal
110079,51,地澤臨,three_lines_1_3_5,1|3|5,戌,壬寅,辰|巳,辰,休|囚|旺|旺|死|相,1,0,,,,,,,,,normal
110080,51,地澤臨,three_lines_1_3_5,1|3|5,戌,癸卯,辰|巳,辰,休|囚|旺|旺|死|相,1,0,,,6:旺相之爻遇沖,6:靜爻遇沖,,,,,normal
110081,51,地澤臨,three_lines_1_3_5,1|3|5,戌,甲辰,寅|卯,辰,休|囚|旺|旺|死|相,1,0,,,,,,,,,normal
110082,51,地澤臨,three_lines_1_3_5,1|3|5,戌,乙巳,寅|卯,辰,休|囚|旺|旺|死|相,1,0,,,,5:動爻遇沖,,,,,normal
110083,51,地澤臨,three_lines_1_3_5,1|3|5,戌,丙午,寅|卯,辰,休|囚|旺|旺|死|相,1,0,,,,,,,,,normal
110084,51,地澤臨,three_lines_1_3_5,1|3|5,戌,丁未,寅|卯,辰,休|囚|旺|旺|死|相,1,0,,,3:旺相之爻遇沖|4:旺相之爻遇沖,3:動爻遇沖|4:靜爻遇沖,,,,,normal
110085,51,地澤臨,three_lines_1_3_5,1|3|5,戌,戊申,寅|卯,辰,休|囚|旺|旺|死|相,1,0,,,,,,,,,normal
110086,51,地澤臨,three_lines_1_3_5,1|3|5,戌,己酉,寅|卯,辰,休|囚|旺|旺|死|相,1,0,,,2:休囚之爻遇日沖,2:空爻遇沖,,,,,normal
110087,51,地澤臨,three_lines_1_3_5,1|3|5,戌,庚戌,寅|卯,辰,休|囚|旺|旺|死|相,1,0,,,,,,,,,normal
110088,51,地澤臨,three_lines_1_3_5,1|3|5,戌,辛亥,寅|卯,辰,休|囚|旺|旺|死|相,1,0,,,1:休囚之爻遇日沖,1:動爻遇沖,,,,,normal
110089,51,地澤臨,three_lines_1_3_5,1|3|5,戌,壬子,寅|卯,辰,休|囚|旺|旺|死|相,1,0,,,,,,,,,normal
110090,51,地澤臨,three_lines_1_3_5,1|3|5,戌,癸丑,寅|卯,辰,休|囚|旺|旺|死|相,1,0,,,,,,,,,normal
110091,51,地澤臨,three_lines_1_3_5,1|3|5,戌,甲寅,子|丑,辰,休|囚|旺|旺|死|相,2,0,,,,,,,,,normal
110092,51,地澤臨,three_lines_1_3_5,1|3|5,戌,乙卯,子|丑,辰,休|囚|旺|旺|死|相,2,0,,,6:旺相之爻遇沖,6:靜爻遇沖,,,,,normal
110093,51,地澤臨,three_lines_1_3_5,1|3|5,戌,丙辰,子|丑,辰,休|囚|旺|旺|死|相,2,0,,,,,,,,,normal
110094,51,地澤臨,three_lines_1_3_5,1|3|5,戌,丁巳,子|丑,辰,休|囚|旺|旺|死|相,2,0,,,,5:動爻遇沖,,,,,normal
110095,51,地澤臨,three_lines_1_3_5,1|3|5,戌,戊午,子|丑,辰,休|囚|旺|旺|死|相,2,0,,,,,,,,,normal
110096,51,地澤臨,three_lines_1_3_5,1|3|5,戌,己未,子|丑,辰,休|囚|旺|旺|死|相,2,0,,,3:旺相之爻遇沖|4:旺相之爻遇沖,3:空爻遇沖|4:空爻遇沖,,,,,normal
110097,51,地澤臨,three_lines_1_3_5,1|3|5,戌,庚申,子|丑,辰,休|囚|旺|旺|死|相,2,0,,,,,,,,,normal
110098,51,地澤臨,three_lines_1_3_5,1|3|5,戌,辛酉,子|丑,辰,休|囚|旺|旺|死|相,2,0,,,2:休囚之爻遇日沖,2:靜爻遇沖,,,,,normal
110099,51,地澤臨,three_lines_1_3_5,1|3|5,戌,壬戌,子|丑,辰,休|囚|旺|旺|死|相,2,0,,,,,,,,,normal
110100,51,地澤臨,three_lines_1_3_5,1|3|5,戌,癸亥,子|丑,辰,休|囚|旺|旺|死|相,2,0,,,1:休囚之爻遇日沖,1:動爻遇沖,,,,,normal
110101,51,地澤臨,three_lines_1_3_5,1|3|5,亥,甲子,戌|亥,巳,死|相|囚|囚|旺|休,1,1,,,,1:動爻遇沖,,,,,normal
110102,51,地澤臨,three_lines_1_3_5,1|3|5,亥,乙丑,戌|亥,巳,死|相|囚|囚|旺|休,1,1,,,,1:動爻遇沖,,,,,normal
110103,51,地澤臨,three_lines_1_3_5,1|3|5,亥,丙寅,戌|亥,巳,死|相|囚|囚|旺|休,1,1,,,,1:動爻遇沖,,,,,normal
110104,51,地澤臨,three_lines_1_3_5,1|3|5,亥,丁卯,戌|亥,巳,死|相|囚|囚|旺|休,1,1,,,6:休囚之爻遇日沖,1:動爻遇沖|6:靜爻遇沖,,,,,normal
110105,51,地澤臨,three_lines_1_3_5,1|3|5,亥,戊辰,戌|亥,巳,死|相|囚|囚|旺|休,1,1,,,,1:動爻遇沖,,,,,normal
110106,51,地澤臨,three_lines_1_3_5,1|3|5,亥,己巳,戌|亥,巳,死|相|囚|囚|旺|休,1,1,,,1:臨日月之爻遇沖|5:臨日月之爻遇沖,1:動爻遇沖|5:空爻遇沖,,,,,normal
110107,51,地澤臨,three_lines_1_3_5,1|3|5,亥,庚午,戌|亥,巳,死|相|囚|囚|旺|休,1,1,,,,1:動爻遇沖,,,,,normal
110108,51,地澤臨,three_lines_1_3_5,1|3|5,亥,辛未,戌|亥,巳,死|相|囚|囚|旺|休,1,1,,,3:休囚之爻遇日沖|4:休囚之爻遇日沖,1:動爻遇沖|3:動爻遇沖|4:靜爻遇沖,,,,,normal
110109,51,地澤臨,three_lines_1_3_5,1|3|5,亥,壬申,戌|亥,巳,死|相|囚|囚|旺|休,1,1,,,,1:動爻遇沖,,,,,normal
110110,51,地澤臨,three_lines_1_3_5,1|3|5,亥,癸酉,戌|亥,巳,死|相|囚|囚|旺|休,1,1,,,2:旺相之爻遇沖,1:動爻遇沖|2:靜爻遇沖,,,,,normal
110111,51,地澤臨,three_lines_1_3_5,1|3|5,亥,甲戌,申|酉,巳,死|相|囚|囚|旺|休,1,1,,,,1:動爻遇沖,,,,,normal
110112,51,地澤臨,three_lines_1_3_5,1|3|5,亥,乙亥,申|酉,巳,死|相|囚|囚|旺|休,1,1,,,,1:動爻遇沖,,,,,normal
110113,51,地澤臨,three_lines_1_3_5,1|3|5,亥,丙子,申|酉,巳,死|相|囚|囚|旺|休,1,1,,,,1:動爻遇沖,,,,,normal
110114,51,地澤臨,three_lines_1_3_5,1|3|5,亥,丁丑,申|酉,巳,死|相|囚|囚|旺|休,1,1,,,,1:動爻遇沖,,,,,normal
110115,51,地澤臨,three_lines_1_3_5,1|3|5,亥,戊寅,申|酉,巳,死|相|囚|囚|旺|休,1,1,,,,1:動爻遇沖,,,,,normal
110116,51,地澤臨,three_lines_1_3_5,1|3|5,亥,己卯,申|酉,巳,死|相|囚|囚|旺|休,1,1,,,6:休囚之爻遇日沖,1:動爻遇沖|6:空爻遇沖,,,,,normal
110117,51,地澤臨,three_lines_1_3_5,1|3|5,亥,庚辰,申|酉,巳,死|相|囚|囚|旺|休,1,1,,,,1:動爻遇沖,,,,,normal
110118,51,地澤臨,three_lines_1_3_5,1|3|5,亥,辛巳,申|酉,巳,死|相|囚|囚|旺|休,1,1,,,1:臨日月之爻遇沖|5:臨日月之爻遇沖,1:動爻遇沖|5:動爻遇沖,,,,,normal
110119,51,地澤臨,three_lines_1_3_5,1|3|5,亥,壬午,申|酉,巳,死|相|囚|囚|旺|休,1,1,,,,1:動爻遇沖,,,,,normal
110120,51,地澤臨,three_lines_1_3_5,1|3|5,亥,癸未,申|酉,巳,死|相|囚|囚|旺|休,1,1,,,3:休囚之爻遇日沖|4:休囚之爻遇日沖,1:動爻遇沖|3:動爻遇沖|4:靜爻遇沖,,,,,normal
110121,51,地澤臨,three_lines_1_3_5,1|3|5,亥,甲申,午|未,巳,死|相|囚|囚|旺|休,0,1,,,,1:動爻遇沖,,,,,normal
110122,51,地澤臨,three_lines_1_3_5,1|3|5,亥,乙酉,午|未,巳,死|相|囚|囚|旺|休,0,1,,,2:旺相之爻遇沖,1:動爻遇沖|2:靜爻遇沖,,,,,normal
110123,51,地澤臨,three_lines_1_3_5,1|3|5,亥,丙戌,午|未,巳,死|相|囚|囚|旺|休,0,1,,,,1:動爻遇沖,,,,,normal
110124,51,地澤臨,three_lines_1_3_5,1|3|5,亥,丁亥,午|未,巳,死|相|囚|囚|旺|休,0,1,,,,1:動爻遇沖,,,,,normal
110125,51,地澤臨,three_lines_1_3_5,1|3|5,亥,戊子,午|未,巳,死|相|囚|囚|旺|休,0,1,,,,1:動爻遇沖,,,,,normal
110126,51,地澤臨,three_lines_1_3_5,1|3|5,亥,己丑,午|未,巳,死|相|囚|囚|旺|休,0,1,,,,1:動爻遇沖,,,,,normal
110127,51,地澤臨,three_lines_1_3_5,1|3|5,亥,庚寅,午|未,巳,死|相|囚|囚|旺|休,0,1,,,,1:動爻遇沖,,,,,normal
110128,51,地澤臨,three_lines_1_3_5,1|3|5,亥,辛卯,午|未,巳,死|相|囚|囚|旺|休,0,1,,,6:休囚之爻遇日沖,1:動爻遇沖|6:靜爻遇沖,,,,,normal
110129,51,地澤臨,three_lines_1_3_5,1|3|5,亥,壬辰,午|未,巳,死|相|囚|囚|旺|休,0,1,,,,1:動爻遇沖,,,,,normal
110130,51,地澤臨,three_lines_1_3_5,1|3|5,亥,癸巳,午|未,巳,死|相|囚|囚|旺|休,0,1,,,1:臨日月之爻遇沖|5:臨日月之爻遇沖,1:動爻遇沖|5:動爻遇沖,,,,,normal
110131,51,地澤臨,three_lines_1_3_5,1|3|5,亥,甲午,辰|巳,巳,死|相|囚|囚|旺|休,1,1,,,,1:空爻遇沖,,,,,normal
110132,51,地澤臨,three_lines_1_3_5,1|3|5,亥,乙未,辰|巳,巳,死|相|囚|囚|旺|休,1,1,,,3:休囚之爻遇日沖|4:休囚之爻遇日沖,1:空爻遇沖|3:動爻遇沖|4:靜爻遇沖,,,,,normal
110133,51,地澤臨,three_lines_1_3_5,1|3|5,亥,丙申,辰|巳,巳,死|相|囚|囚|旺|休,1,1,,,,1:空爻遇沖,,,,,normal
110134,51,地澤臨,three_lines_1_3_5,1|3|5,亥,丁酉,辰|巳,巳,死|相|囚|囚|旺|休,1,1,,,2:旺相之爻遇沖,1:空爻遇沖|2:靜爻遇沖,,,,,normal
110135,51,地澤臨,three_lines_1_3_5,1|3|5,亥,戊戌,辰|巳,巳,死|相|囚|囚|旺|休,1,1,,,,1:空爻遇沖,,,,,normal
110136,51,地澤臨,three_lines_1_3_5,1|3|5,亥,己亥,辰|巳,巳,死|相|囚|囚|旺|休,1,1,,,,1:空爻遇沖,,,,,normal
110137,51,地澤臨,three_lines_1_3_5,1|3|5,亥,庚子,辰|巳,巳,死|相|囚|囚|旺|休,1,1,,,,1:空爻遇沖,,,,,normal
110138,51,地澤臨,three_lines_1_3_5,1|3|5,亥,辛丑,辰|巳,巳,死|相|囚|囚|旺|休,1,1,,,,1:空爻遇沖,,,,,normal
110139,51,地澤臨,three_lines_1_3_5,1|3|5,亥,壬寅,辰|巳,巳,死|相|囚|囚|旺|休,1,1,,,,1:空爻遇沖,,,,,normal
110140,51,地澤臨,three_lines_1_3_5,1|3|5,亥,癸卯,辰|巳,巳,死|相|囚|囚|旺|休,1,1,,,6:休囚之爻遇日沖,1:空爻遇沖|6:靜爻遇沖,,,,,normal
110141,51,地澤臨,three_lines_1_3_5,1|3|5,亥,甲辰,寅|卯,巳,死|相|囚|囚|旺|休,1,1,,,,1:動爻遇沖,,,,,normal
110142,51,地澤臨,three_lines_1_3_5,1|3|5,亥,乙巳,寅|卯,巳,死|相|囚|囚|旺|休,1,1,,,1:臨日月之爻遇沖|5:臨日月之爻遇沖,1:動爻遇沖|5:動爻遇沖,,,,,normal
110143,51,地澤臨,three_lines_1_3_5,1|3|5,亥,丙午,寅|卯,巳,死|相|囚|囚|旺|休,1,1,,,,1:動爻遇沖,,,,,normal
110144,51,地澤臨,three_lines_1_3_5,1|3|5,亥,丁未,寅|卯,巳,死|相|囚|囚|旺|休,1,1,,,3:休囚之爻遇日沖|4:休囚之爻遇日沖,1:動爻遇沖|3:動爻遇沖|4:靜爻遇沖,,,,,normal
110145,51,地澤臨,three_lines_1_3_5,1|3|5,亥,戊申,寅|卯,巳,死|相|囚|囚|旺|休,1,1,,,,1:動爻遇沖,,,,,normal
